"","cat","X","Y","slope","heading_rad","elevRange_25","elevation","latRange_10","latRange_25","latRange_50","UAA","SPI"
"58",58,379036.964405864,4610196.59417356,0.722429428401401,-2.47126360694399,0.8544921875,2288.45166015625,0.158935546875,0.55908203125,1.0751953125,114645.615933404,17964.0057961864
"59",59,379155.509034214,4610296.90116678,0.635715753396714,-2.38758056975678,0.737548828125,2286.62329101562,0.3564453125,0.610107421875,0.56884765625,107029.557873347,25389.5042600892
"60",60,379283.172480129,4610488.39633565,0.587552917000648,-2.20013544551689,0.921875,2283.5615234375,0.088623046875,0.21484375,1.465087890625,117744.022727979,29926.0376251063
"61",61,379374.360655783,4610634.2974167,0.64978691430808,-1.75678217480035,1.787841796875,2281.05346679688,0.702392578125,1.52294921875,1.58984375,141273.830082704,31197.0656290424
"62",62,379429.073561175,4610871.3866734,0.4578182018335,-2.0121142391375,1.50537109375,2277.83178710938,0.570556640625,1.253662109375,1.61376953125,143702.766598016,90508.4806036912
"63",63,379502.024101698,4611017.28775444,0.485504532583592,-1.95902492550661,1.3916015625,2276.31372070312,0.815673828125,0.52099609375,1.149169921875,147705.710768832,53959.9759813186
"64",64,379638.806365178,4611190.54528819,0.511417360193022,-2.1573768927257,1.3740234375,2273.32470703125,0.517822265625,1.142822265625,2.25634765625,149410.516596776,66215.944984577
"65",65,379702.638088135,4611336.44636923,0.615123672848643,-1.96717699093571,1.17138671875,2271.84130859375,0.109375,0.849609375,1.63525390625,150351.157052378,39708.3563945303
"66",66,379739.113358397,4611546.17917323,0.509243665102874,-1.52714073808717,1.588134765625,2269.10498046875,0.4521484375,1.582275390625,2.116943359375,152215.555286639,53528.7305661708
"67",67,381854.679033559,4608783.17745093,0.440703806479136,-2.08656043116374,1.111328125,2297.9912109375,0.67626953125,0.4326171875,1.24072265625,2373016.50932673,1211072.27586875
