X,Y,pnt_val,rast_val,diff,Elevation,pnt_val_2,rast_val_2,diff_2,uaa
450915.779349068,4452424.33903389,6.000000000000000,2989.974999999999900,2983.974999999999900,2990,6.000000000000000,27960.000000000000000,27954.000000000000000,27960
450915.779349068,4452424.33903389,7.000000000000000,2989.974999999999900,2982.974999999999900,2990,7.000000000000000,35570.000000000000000,35563.000000000000000,35570
451131.75102508,4452244.93968723,7.000000000000000,2927.297000000000000,2920.297000000000000,2927,7.000000000000000,35570.000000000000000,35563.000000000000000,35570
451268.897259644,4452683.8076375,8.000000000000000,3028.547999999999800,3020.547999999999800,3029,8.000000000000000,36744.000000000000000,36736.000000000000000,36744
451140.894107385,4452244.93968723,8.000000000000000,2926.773999999999900,2918.773999999999900,2927,8.000000000000000,36744.000000000000000,36736.000000000000000,36744
451991.200761682,4451028.90974169,9.000000000000000,2583.434000000000200,2574.434000000000200,2583,9.000000000000000,44945.000000000000000,44936.000000000000000,44945
452323.679450273,4451083.76823547,9.000000000000000,2574.815000000000100,2565.815000000000100,2575,9.000000000000000,44945.000000000000000,44936.000000000000000,44945
452323.679450273,4451083.76823547,10.000000000000000,2574.815000000000100,2564.815000000000100,2575,10.000000000000000,51324.000000000000000,51314.000000000000000,51324
452622.073440677,4451239.20063453,10.000000000000000,2563.784999999999900,2553.784999999999900,2564,10.000000000000000,51324.000000000000000,51314.000000000000000,51324
451808.339115597,4451230.05755223,11.000000000000000,2621.467000000000100,2610.467000000000100,2621,11.000000000000000,236091.000000000000000,236080.000000000000000,236091
451991.200761682,4451038.05282399,11.000000000000000,2584.514999999999900,2573.514999999999900,2585,11.000000000000000,236091.000000000000000,236080.000000000000000,236091
451899.769938639,4451010.62357709,12.000000000000000,2585.719000000000100,2573.719000000000100,2586,12.000000000000000,237797.000000000000000,237785.000000000000000,237797
451982.057679378,4451028.90974169,12.000000000000000,2583.684000000000200,2571.684000000000200,2584,12.000000000000000,237797.000000000000000,237785.000000000000000,237797
448873.409695925,4453314.68031601,13.000000000000000,3176.056999999999800,3163.056999999999800,3176,13.000000000000000,242644.000000000000000,242631.000000000000000,242644
449194.012979544,4452856.93079818,13.000000000000000,3118.083999999999800,3105.083999999999800,3118,13.000000000000000,242644.000000000000000,242631.000000000000000,242644
449194.012979544,4452856.93079818,14.000000000000000,3118.083999999999800,3104.083999999999800,3118,14.000000000000000,244889.000000000000000,244875.000000000000000,244889
449668.857856397,4452596.96758043,14.000000000000000,3024.514999999999900,3010.514999999999900,3025,14.000000000000000,244889.000000000000000,244875.000000000000000,244889
449668.857856397,4452596.96758043,15.000000000000000,3024.514999999999900,3009.514999999999900,3025,15.000000000000000,26970.000000000000000,26955.000000000000000,26970
450061.578120488,4452190.51346844,15.000000000000000,2985.579000000000200,2970.579000000000200,2986,15.000000000000000,26970.000000000000000,26955.000000000000000,26970
450061.578120488,4452190.51346844,16.000000000000000,2985.579000000000200,2969.579000000000200,2986,16.000000000000000,33445.000000000000000,33429.000000000000000,33445
450522.0055854,4451876.37532063,16.000000000000000,2948.226999999999900,2932.226999999999900,2948,16.000000000000000,33445.000000000000000,33429.000000000000000,33445
450522.0055854,4451876.37532063,17.000000000000000,2948.226999999999900,2931.226999999999900,2948,17.000000000000000,38187.000000000000000,38170.000000000000000,38187
451045.560746823,4451714.64091399,17.000000000000000,2915.621999999999800,2898.621999999999800,2916,17.000000000000000,38187.000000000000000,38170.000000000000000,38187
451045.560746823,4451714.64091399,18.000000000000000,2915.621999999999800,2897.621999999999800,2916,18.000000000000000,65978.000000000000000,65960.000000000000000,65978
451414.131710601,4451295.11399422,18.000000000000000,2722.929000000000100,2704.929000000000100,2723,18.000000000000000,65978.000000000000000,65960.000000000000000,65978
451414.131710601,4451295.11399422,19.000000000000000,2722.929000000000100,2703.929000000000100,2723,19.000000000000000,76078.000000000000000,76059.000000000000000,76078
451890.626856335,4451019.76665939,19.000000000000000,2586.121999999999800,2567.121999999999800,2586,19.000000000000000,76078.000000000000000,76059.000000000000000,76078
448672.261885231,4453470.11271507,20.000000000000000,3198.273000000000100,3178.273000000000100,3198,20.000000000000000,85412.000000000000000,85392.000000000000000,85412
448864.266613621,4453323.82339831,20.000000000000000,3177.137000000000200,3157.137000000000200,3177,20.000000000000000,85412.000000000000000,85392.000000000000000,85412
448772.835790578,4454210.70238115,21.000000000000000,3418.237000000000100,3397.237000000000100,3418,21.000000000000000,25230.000000000000000,25209.000000000000000,25230
448626.546473709,4453860.12784403,21.000000000000000,3276.818000000000200,3255.818000000000200,3277,21.000000000000000,25230.000000000000000,25209.000000000000000,25230
448626.546473709,4453860.12784403,22.000000000000000,3276.818000000000200,3254.818000000000200,3277,22.000000000000000,46677.000000000000000,46655.000000000000000,46677
448663.118802927,4453479.25579736,22.000000000000000,3199.458000000000100,3177.458000000000100,3199,22.000000000000000,46677.000000000000000,46655.000000000000000,46677
447227.654881156,4453826.69292466,23.000000000000000,3390.726999999999900,3367.726999999999900,3391,23.000000000000000,64992.000000000000000,64969.000000000000000,64992
447639.653648017,4453542.69731028,23.000000000000000,3331.273000000000100,3308.273000000000100,3331,23.000000000000000,64992.000000000000000,64969.000000000000000,64992
447639.653648017,4453542.69731028,24.000000000000000,3331.273000000000100,3307.273000000000100,3331,24.000000000000000,71804.000000000000000,71780.000000000000000,71804
448121.928810633,4453459.22149643,24.000000000000000,3256.875000000000000,3232.875000000000000,3257,24.000000000000000,71804.000000000000000,71780.000000000000000,71804
448121.928810633,4453459.22149643,25.000000000000000,3256.875000000000000,3231.875000000000000,3257,25.000000000000000,108719.000000000000000,108694.000000000000000,108719
448663.118802927,4453470.11271507,25.000000000000000,3199.257000000000100,3174.257000000000100,3199,25.000000000000000,108719.000000000000000,108694.000000000000000,108719
446688.213025203,4454622.14108453,26.000000000000000,3535.960000000000000,3509.960000000000000,3536,26.000000000000000,118171.000000000000000,118145.000000000000000,118171
446697.356107508,4454264.60478732,26.000000000000000,3474.213000000000200,3448.213000000000200,3474,26.000000000000000,118171.000000000000000,118145.000000000000000,118171
446697.356107508,4454264.60478732,27.000000000000000,3474.213000000000200,3447.213000000000200,3474,27.000000000000000,130112.000000000000000,130085.000000000000000,130112
446890.623232215,4453972.98224142,27.000000000000000,3441.527000000000000,3414.527000000000000,3442,27.000000000000000,130112.000000000000000,130085.000000000000000,130112
446890.623232215,4453972.98224142,28.000000000000000,3441.527000000000000,3413.527000000000000,3442,28.000000000000000,136788.000000000000000,136760.000000000000000,136788
447227.654881156,4453835.83600696,28.000000000000000,3391.510000000000200,3363.510000000000200,3392,28.000000000000000,136788.000000000000000,136760.000000000000000,136788
447355.658033415,4455317.01533912,29.000000000000000,3619.020000000000000,3590.020000000000000,3619,29.000000000000000,146239.000000000000000,146210.000000000000000,146239
447240.368559204,4454826.85949081,29.000000000000000,3514.396000000000200,3485.396000000000200,3514,29.000000000000000,146239.000000000000000,146210.000000000000000,146239
447240.368559204,4454826.85949081,30.000000000000000,3514.396000000000200,3484.396000000000200,3514,30.000000000000000,14565.000000000000000,14535.000000000000000,14565
447232.334718788,4454315.73953109,30.000000000000000,3437.762999999999900,3407.762999999999900,3438,30.000000000000000,14565.000000000000000,14535.000000000000000,14565
447232.334718788,4454315.73953109,31.000000000000000,3437.762999999999900,3406.762999999999900,3438,31.000000000000000,25735.000000000000000,25704.000000000000000,25735
447236.79796346,4453835.83600696,31.000000000000000,3391.744999999999900,3360.744999999999900,3392,31.000000000000000,25735.000000000000000,25704.000000000000000,25735
448873.409695925,4453387.82497439,32.000000000000000,3182.652000000000000,3150.652000000000000,3183,32.000000000000000,6744.000000000000000,6712.000000000000000,6744
448873.409695925,4453323.82339831,32.000000000000000,3176.911000000000100,3144.911000000000100,3177,32.000000000000000,6744.000000000000000,6712.000000000000000,6744
450830.029309039,4450407.18014547,33.000000000000000,2645.291000000000200,2612.291000000000200,2645,33.000000000000000,745986.000000000000000,745953.000000000000000,745986
451231.675151538,4450507.10427185,33.000000000000000,2618.407999999999900,2585.407999999999900,2618,33.000000000000000,745986.000000000000000,745953.000000000000000,745986
451231.675151538,4450507.10427185,34.000000000000000,2618.407999999999900,2584.407999999999900,2618,34.000000000000000,760449.000000000000000,760415.000000000000000,760449
451573.756385496,4450730.32543569,34.000000000000000,2597.206999999999900,2563.206999999999900,2597,34.000000000000000,760449.000000000000000,760415.000000000000000,760449
451573.756385496,4450730.32543569,35.000000000000000,2597.206999999999900,2562.206999999999900,2597,35.000000000000000,771674.000000000000000,771639.000000000000000,771674
451890.626856335,4451001.4804948,35.000000000000000,2585.976999999999900,2550.976999999999900,2586,35.000000000000000,771674.000000000000000,771639.000000000000000,771674
448772.835790578,4451550.06543264,36.000000000000000,3072.882000000000100,3036.882000000000100,3073,36.000000000000000,20307.000000000000000,20271.000000000000000,20307
449173.876448038,4451331.88642143,36.000000000000000,3060.643000000000000,3024.643000000000000,3061,36.000000000000000,20307.000000000000000,20271.000000000000000,20307
449173.876448038,4451331.88642143,37.000000000000000,3060.643000000000000,3023.643000000000000,3061,37.000000000000000,22815.000000000000000,22778.000000000000000,22815
449636.960109342,4451175.19905845,37.000000000000000,3014.759000000000000,2977.759000000000000,3015,37.000000000000000,22815.000000000000000,22778.000000000000000,22815
449636.960109342,4451175.19905845,38.000000000000000,3014.759000000000000,2976.759000000000000,3015,38.000000000000000,26386.000000000000000,26348.000000000000000,26386
450127.073914536,4451083.76823547,38.000000000000000,2963.181000000000000,2925.181000000000000,2963,38.000000000000000,26386.000000000000000,26348.000000000000000,26386
450127.073914536,4451083.76823547,39.000000000000000,2963.181000000000000,2924.181000000000000,2963,39.000000000000000,32565.000000000000000,32526.000000000000000,32565
450455.768119609,4450744.86900543,39.000000000000000,2786.818000000000200,2747.818000000000200,2787,39.000000000000000,32565.000000000000000,32526.000000000000000,32565
450455.768119609,4450744.86900543,40.000000000000000,2786.818000000000200,2746.818000000000200,2787,40.000000000000000,33435.000000000000000,33395.000000000000000,33435
450820.886226735,4450416.32322777,40.000000000000000,2647.328000000000000,2607.328000000000000,2647,40.000000000000000,33435.000000000000000,33395.000000000000000,33435
448544.258732971,4451870.07331304,41.000000000000000,3133.750000000000000,3092.750000000000000,3134,41.000000000000000,7190.000000000000000,7149.000000000000000,7190
448772.835790578,4451559.20851493,41.000000000000000,3072.873999999999800,3031.873999999999800,3073,41.000000000000000,7190.000000000000000,7149.000000000000000,7190
448754.549625969,4452290.65509872,42.000000000000000,3135.688999999999900,3093.688999999999900,3136,42.000000000000000,6589.000000000000000,6547.000000000000000,6589
448840.069934462,4451912.55615677,42.000000000000000,3126.947000000000100,3084.947000000000100,3127,42.000000000000000,6589.000000000000000,6547.000000000000000,6589
448840.069934462,4451912.55615677,43.000000000000000,3126.947000000000100,3083.947000000000100,3127,43.000000000000000,8084.000000000000000,8041.000000000000000,8084
448781.978872882,4451559.20851493,43.000000000000000,3072.875000000000000,3029.875000000000000,3073,43.000000000000000,8084.000000000000000,8041.000000000000000,8084
450720.312321388,4450334.03548709,44.000000000000000,2657.844000000000100,2613.844000000000100,2658,44.000000000000000,709279.000000000000000,709235.000000000000000,709279
450820.886226735,4450407.18014547,44.000000000000000,2645.891000000000100,2601.891000000000100,2646,44.000000000000000,709279.000000000000000,709235.000000000000000,709279
450619.738416041,4450315.7493225,45.000000000000000,2664.134000000000000,2619.134000000000000,2664,45.000000000000000,700323.000000000000000,700278.000000000000000,700323
450711.169239084,4450334.03548709,45.000000000000000,2658.442000000000000,2613.442000000000000,2658,45.000000000000000,700323.000000000000000,700278.000000000000000,700323
449742.002514831,4449867.73828993,46.000000000000000,2741.625000000000000,2695.625000000000000,2742,46.000000000000000,666335.000000000000000,666289.000000000000000,666335
450153.900681581,4450142.03075885,46.000000000000000,2692.251000000000200,2646.251000000000200,2692,46.000000000000000,666335.000000000000000,666289.000000000000000,666335
450153.900681581,4450142.03075885,47.000000000000000,2692.251000000000200,2645.251000000000200,2692,47.000000000000000,676072.000000000000000,676025.000000000000000,676072
450610.595333737,4450315.7493225,47.000000000000000,2664.844000000000100,2617.844000000000100,2665,47.000000000000000,676072.000000000000000,676025.000000000000000,676072
449266.562235009,4450123.74459426,48.000000000000000,2792.061999999999900,2744.061999999999900,2792,48.000000000000000,410729.000000000000000,410681.000000000000000,410729
449493.800319216,4449969.6511686,48.000000000000000,2763.677999999999900,2715.677999999999900,2764,48.000000000000000,410729.000000000000000,410681.000000000000000,410729
449493.800319216,4449969.6511686,49.000000000000000,2763.677999999999900,2714.677999999999900,2764,49.000000000000000,414996.000000000000000,414947.000000000000000,414996
449732.859432527,4449867.73828993,49.000000000000000,2742.280000000000200,2693.280000000000200,2742,49.000000000000000,414996.000000000000000,414947.000000000000000,414996
447099.651728896,4451166.05597615,50.000000000000000,2976.239000000000000,2926.239000000000000,2976,50.000000000000000,210857.000000000000000,210807.000000000000000,210857
447521.228567301,4450919.19275412,50.000000000000000,2924.121000000000100,2874.121000000000100,2924,50.000000000000000,210857.000000000000000,210807.000000000000000,210857
447521.228567301,4450919.19275412,51.000000000000000,2924.121000000000100,2873.121000000000100,2924,51.000000000000000,218332.000000000000000,218281.000000000000000,218332
447988.251669958,4450818.61884885,51.000000000000000,2903.286000000000100,2852.286000000000100,2903,51.000000000000000,218332.000000000000000,218281.000000000000000,218332
447988.251669958,4450818.61884885,52.000000000000000,2903.286000000000100,2851.286000000000100,2903,52.000000000000000,230056.000000000000000,230004.000000000000000,230056
448425.100688287,4450608.62593074,52.000000000000000,2871.809000000000200,2819.809000000000200,2872,52.000000000000000,230056.000000000000000,230004.000000000000000,230056
448425.100688287,4450608.62593074,53.000000000000000,2871.809000000000200,2818.809000000000200,2872,53.000000000000000,236617.000000000000000,236564.000000000000000,236617
448873.165550624,4450443.99661996,53.000000000000000,2824.387000000000200,2771.387000000000200,2824,53.000000000000000,236617.000000000000000,236564.000000000000000,236617
448873.165550624,4450443.99661996,54.000000000000000,2824.387000000000200,2770.387000000000200,2824,54.000000000000000,243111.000000000000000,243057.000000000000000,243111
449257.419152704,4450132.88767655,54.000000000000000,2793.087000000000000,2739.087000000000000,2793,54.000000000000000,243111.000000000000000,243057.000000000000000,243111
446615.068366769,4452656.37839061,55.000000000000000,3258.840999999999900,3203.840999999999900,3259,55.000000000000000,10434.000000000000000,10379.000000000000000,10434
446752.214601333,4452151.29038047,55.000000000000000,3162.184000000000200,3107.184000000000200,3162,55.000000000000000,10434.000000000000000,10379.000000000000000,10434
446752.214601333,4452151.29038047,56.000000000000000,3162.184000000000200,3106.184000000000200,3162,56.000000000000000,13182.000000000000000,13126.000000000000000,13182
446898.503918207,4451659.7824202,56.000000000000000,3076.858999999999900,3020.858999999999900,3077,56.000000000000000,13182.000000000000000,13126.000000000000000,13182
446898.503918207,4451659.7824202,57.000000000000000,3076.858999999999900,3019.858999999999900,3077,57.000000000000000,21358.000000000000000,21301.000000000000000,21358
447090.508646591,4451175.19905845,57.000000000000000,2977.405000000000200,2920.405000000000200,2977,57.000000000000000,21358.000000000000000,21301.000000000000000,21358
445755.618630168,4451723.78399628,58.000000000000000,3073.569000000000000,3015.569000000000000,3074,58.000000000000000,170159.000000000000000,170101.000000000000000,170159
446064.365544915,4451305.3200942,58.000000000000000,3060.677999999999900,3002.677999999999900,3061,58.000000000000000,170159.000000000000000,170101.000000000000000,170159
446064.365544915,4451305.3200942,59.000000000000000,3060.677999999999900,3001.677999999999900,3061,59.000000000000000,177415.000000000000000,177356.000000000000000,177415
446581.454015959,4451233.01553063,59.000000000000000,3020.121999999999800,2961.121999999999800,3020,59.000000000000000,177415.000000000000000,177356.000000000000000,177415
446581.454015959,4451233.01553063,60.000000000000000,3020.121999999999800,2960.121999999999800,3020,60.000000000000000,183693.000000000000000,183633.000000000000000,183693
447090.508646591,4451166.05597615,60.000000000000000,2977.161000000000100,2917.161000000000100,2977,60.000000000000000,183693.000000000000000,183633.000000000000000,183693
445600.186230995,4452254.08276953,61.000000000000000,3173.467000000000100,3112.467000000000100,3173,61.000000000000000,112865.000000000000000,112804.000000000000000,112865
445746.475547863,4451732.92707858,61.000000000000000,3073.857000000000000,3012.857000000000000,3074,61.000000000000000,112865.000000000000000,112804.000000000000000,112865
445591.043148691,4452272.36893412,62.000000000000000,3175.554000000000100,3113.554000000000100,3176,62.000000000000000,62939.000000000000000,62877.000000000000000,62939
445591.043148691,4452263.22585182,62.000000000000000,3174.721000000000000,3112.721000000000000,3175,62.000000000000000,62939.000000000000000,62877.000000000000000,62939
444841.31039974,4452747.80921358,63.000000000000000,3224.639000000000100,3161.639000000000100,3225,63.000000000000000,47425.000000000000000,47362.000000000000000,47425
445205.140097567,4452521.12575049,63.000000000000000,3223.933000000000000,3160.933000000000000,3224,63.000000000000000,47425.000000000000000,47362.000000000000000,47425
445205.140097567,4452521.12575049,64.000000000000000,3223.933000000000000,3159.933000000000000,3224,64.000000000000000,52808.000000000000000,52744.000000000000000,52808
445581.900066386,4452281.51201642,64.000000000000000,3176.786000000000100,3112.786000000000100,3177,64.000000000000000,52808.000000000000000,52744.000000000000000,52808
444201.294638441,4454356.99169791,65.000000000000000,3462.953000000000000,3397.953000000000000,3463,65.000000000000000,9177.000000000000000,9112.000000000000000,9177
444565.774115041,4454138.80153834,65.000000000000000,3454.592999999999800,3389.592999999999800,3455,65.000000000000000,9177.000000000000000,9112.000000000000000,9177
444565.774115041,4454138.80153834,66.000000000000000,3454.592999999999800,3388.592999999999800,3455,66.000000000000000,12774.000000000000000,12708.000000000000000,12774
