1.0,0.814474068387,3060.39640299
1.0,0.766161062664,3060.39640299
2.0,0.649047403336,3071.99227933
2.0,0.579668604457,3071.99227933
3.0,0.898605983056,3021.059
3.0,0.918519851124,3019.545
4.0,0.918519851124,3019.545
4.0,0.789641116106,3019.545
5.0,0.789641116106,3019.545
5.0,0.718678849053,3019.545
6.0,0.0,0.0
6.0,0.892326765035,3114.338
7.0,0.892326765035,3114.338
7.0,0.861800563702,3114.338
8.0,0.861800563702,3114.338
8.0,0.704581356653,3114.338
9.0,0.704581356653,3114.338
9.0,0.618222992749,3114.338
10.0,0.618222992749,3114.338
10.0,0.605329560649,3114.338
11.0,0.962841372799,3057.47658095
11.0,0.956021585576,3057.47658095
12.0,0.956021585576,3057.47658095
12.0,0.937106269433,3057.47658095
13.0,0.937106269433,3057.47658095
13.0,0.928178532634,3057.47658095
14.0,0.928178532634,3057.47658095
14.0,0.907195797825,3057.47658095
15.0,0.913985320341,3311.61
15.0,0.806495020156,3311.61
16.0,0.806495020156,3311.61
16.0,0.706409282258,3311.61
17.0,0.706409282258,3311.61
17.0,0.409101251363,3311.61
18.0,0.409101251363,3311.61
18.0,0.966507617183,3105.88
19.0,0.966507617183,3105.88
19.0,0.968554196575,3105.88
20.0,0.968554196575,3105.88
20.0,0.941334488674,3105.88
21.0,0.0,0.0
21.0,0.192187366251,3530.961
22.0,0.192187366251,3530.961
22.0,0.995384048803,3235.649
23.0,0.995384048803,3235.649
23.0,0.900952592701,3235.649
24.0,0.900952592701,3235.649
24.0,0.746962352643,3284.97789944
25.0,0.746962352643,3284.97789944
25.0,0.687629127444,3284.97789944
26.0,0.687629127444,3284.97789944
26.0,0.624602935896,3284.97789944
27.0,0.624602935896,3284.97789944
27.0,0.981009279451,3029.795
28.0,0.981009279451,3029.795
28.0,0.989367161637,3029.793
29.0,0.989367161637,3029.793
29.0,0.976353656155,3029.793
1.0,0.346282269229,3220.65075858
1.0,0.345053492539,3220.65075858
2.0,0.0,0.0
2.0,0.0,0.0
3.0,0.0,0.0
3.0,0.0,0.0
4.0,0.0,0.0
4.0,0.0,0.0
5.0,0.0,0.0
5.0,0.0,0.0
6.0,0.0,0.0
6.0,0.0,0.0
7.0,0.0,0.0
7.0,0.0,0.0
8.0,0.0,0.0
8.0,0.0,0.0
9.0,0.365309046962,3220.65075858
9.0,0.362817669483,3220.65075858
10.0,0.362817669483,3220.65075858
10.0,0.361507981565,3220.65075858
11.0,0.0,0.0
11.0,0.0,0.0
12.0,0.368240073445,3220.65075858
12.0,0.36799852941,3220.65075858
13.0,0.348756736491,3443.37015906
13.0,0.29794439127,3443.37015906
14.0,0.29794439127,3443.37015906
14.0,0.283184147228,3443.37015906
15.0,0.283184147228,3443.37015906
15.0,0.252266633897,3443.37015906
16.0,0.252266633897,3443.37015906
16.0,0.243230723524,3443.37015906
17.0,0.243230723524,3443.37015906
17.0,0.239033703147,3443.37015906
18.0,0.239033703147,3443.37015906
18.0,0.235691893516,3443.37015906
19.0,0.235691893516,3443.37015906
19.0,0.233382083258,3443.37015906
20.0,0.382102656836,3443.37015906
20.0,0.377915279071,3443.37015906
21.0,0.0,0.0
21.0,0.0,0.0
22.0,0.0,0.0
22.0,0.0,0.0
23.0,0.697819983176,3443.37015906
23.0,0.642953074825,3443.37015906
24.0,0.642953074825,3443.37015906
24.0,0.555348949607,3443.37015906
25.0,0.555348949607,3443.37015906
25.0,0.483765028461,3443.37015906
26.0,0.952633973366,3563.848
26.0,0.523658515285,3563.848
27.0,0.523658515285,3563.848
27.0,0.372315177132,3563.848
28.0,0.372315177132,3563.848
28.0,0.935591756374,3414.976
29.0,0.0,0.0
29.0,0.0,0.0
30.0,0.0,0.0
30.0,0.0,0.0
31.0,0.0,0.0
31.0,0.934796529907,3414.602
32.0,0.0,0.0
32.0,0.0,0.0
33.0,0.409859096288,3196.93670016
33.0,0.402117758976,3196.93670016
34.0,0.402117758976,3196.93670016
34.0,0.396273710435,3196.93670016
35.0,0.396273710435,3196.93670016
35.0,0.392442091732,3196.93670016
36.0,0.389518274489,3135.594
36.0,0.347131380388,3135.594
37.0,0.347131380388,3135.594
37.0,0.29970438905,3135.594
38.0,0.29970438905,3135.594
38.0,0.242956773052,3135.594
39.0,0.242956773052,3135.594
39.0,0.23652569251,3135.594
40.0,0.23652569251,3135.594
40.0,0.21826612559,3135.594
41.0,0.0,0.0
41.0,0.0,0.0
42.0,0.919050513921,3135.682
42.0,0.979076386601,3135.594
43.0,0.979076386601,3135.594
43.0,0.866535172198,3135.594
44.0,0.419952002954,3198.56544786
44.0,0.419652003003,3198.56544786
45.0,0.425298123395,3198.56544786
45.0,0.424923136071,3198.56544786
46.0,0.447009083103,3198.56544786
46.0,0.441227885535,3198.56544786
